FrameCounter,Timestamp,LedState,Stimulation,Output0,Output1,Input0,Input1,Region0G
7431,275.403616,2,0,1,0,0,0,0.0354440516249947
7433,275.436928,2,0,1,0,0,0,0.0355315131121239
7435,275.470272,2,0,1,0,0,0,0.0354236060825489
7437,275.503616,2,0,1,0,0,0,0.0353230821655237
7439,275.536928,2,0,1,0,0,0,0.0349692606948645
7441,275.570272,2,0,1,0,0,0,0.0350828470417856
7443,275.603616,2,0,1,0,0,0,0.0348766878221238
7445,275.636928,2,0,1,0,0,0,0.0345688688219676
7447,275.670272,2,0,1,0,0,0,0.0347932018571368
7449,275.703584,2,0,1,0,0,0,0.034998793145064
7451,275.736928,2,0,1,0,0,0,0.0349976572815947
7453,275.770272,2,0,1,0,0,0,0.0351368005565731
7455,275.803584,2,0,1,0,0,0,0.0352554982891056
7457,275.836928,2,0,1,0,0,0,0.0350771677244395
7459,275.870272,2,0,1,0,0,0,0.0347812752907101
7461,275.903584,2,0,1,0,0,0,0.0348102398091749
7463,275.936928,2,0,1,0,0,0,0.0348284136246823
7465,275.97024,2,0,1,0,0,0,0.0344603938606579
7467,276.003584,2,0,1,0,0,0,0.0342678650026267
7469,276.036928,2,0,1,0,0,0,0.0345461515525834
7471,276.07024,2,0,1,0,0,0,0.0347261859124533
7473,276.103584,2,0,1,0,0,0,0.0348971333645696
7475,276.136896,2,0,1,0,0,0,0.0347403842058185
7477,276.17024,2,0,1,0,0,0,0.0349488151524187
7479,276.203584,2,0,1,0,0,0,0.0351561102355497
7481,276.236896,2,0,1,0,0,0,0.0352038165012565
7483,276.27024,2,0,1,0,0,0,0.0352168789311525
7485,276.303584,2,0,1,0,0,0,0.0352617455381863
7487,276.336896,2,0,1,0,0,0,0.0352452755178827
7489,276.37024,2,0,1,0,0,0,0.0349664210361915
7491,276.403552,2,0,1,0,0,0,0.0346404282205279
7493,276.436896,2,0,1,0,0,0,0.0347426559327569
7495,276.47024,2,0,1,0,0,0,0.0346426999474663
7497,276.503552,2,0,1,0,0,0,0.0347330010932686
7499,276.536896,2,0,1,0,0,0,0.0348852067981429
